,1,2,3,4,5,6,7,8,9
courier,0,0,0,0,0,0,0,0,0
hairspray,0,0,0,0,0,2,0,0,0
parked,0,2,0,1,0,0,2,1,0
mortality,2,3,0,2,2,0,0,3,0
gerbil,0,0,0,0,0,0,0,0,0
try,1,1,1,1,0,0,1,0,0
variables,0,0,0,0,0,0,0,0,0
pateince,2,0,1,1,1,0,2,0,0
damnation,2,2,2,1,0,0,0,1,0
mant,0,0,0,0,0,0,0,0,0
zeppelin,0,0,0,0,0,0,0,0,0
dictionary,0,0,0,0,0,0,0,0,0
rockin,0,0,0,0,0,0,0,0,0
first,2,0,0,0,0,2,0,0,2
lolly,0,0,0,2,0,0,0,0,0
yorkies,0,0,0,0,0,0,0,0,0
handkerchief,2,0,1,0,0,0,0,0,0
smile,0,0,0,0,0,0,0,1,0
misanthrope,1,0,0,0,0,0,0,0,0
carburator,0,0,0,0,0,0,0,0,0
pacers,0,0,0,0,0,0,0,0,0
aids,0,0,0,0,0,0,0,0,0
curtins,0,0,0,0,0,0,0,2,0
chickens,0,0,0,0,0,0,0,0,0
margarine,0,0,0,0,0,0,0,0,0
fiore,0,0,0,0,0,0,0,0,0
fiwsh,0,4,0,3,0,0,1,0,0
funtioning,0,0,0,0,0,0,0,0,0
dishonorable,2,3,2,2,0,0,0,1,1
kanish,0,0,0,0,0,0,0,0,0
uproar,0,0,0,0,0,0,0,1,0
memes,0,0,0,0,0,0,0,0,0
jewelcase,0,0,0,0,0,0,0,0,0
towers,0,0,0,0,0,0,0,0,0
uplifting,0,0,0,0,0,0,0,0,0
cumin,0,0,0,0,0,0,0,0,0
deceptive,2,3,2,2,0,0,0,1,2
enlargement,0,0,0,0,0,0,0,0,0
boost,0,0,0,0,0,0,0,0,0
rotund,0,0,0,3,0,0,0,0,0
kimberly,0,0,0,0,0,0,0,0,0
trotsky,0,0,0,0,0,0,0,0,0
cliffdiving,0,0,0,0,0,0,0,0,0
inviting,0,0,0,1,0,0,0,0,0
fee,0,0,0,0,0,0,0,0,0
motley,0,0,0,0,0,0,0,0,0
weirdo,1,1,0,0,0,0,2,0,1
milkshake,0,0,0,0,0,0,0,0,0
india,0,0,0,0,0,0,0,0,0
sated,2,0,0,0,0,0,0,0,0
campfire,0,4,0,0,0,0,0,0,0
shave,0,0,2,0,1,2,0,0,0
time slot,0,0,0,0,0,0,0,0,0
reeves,0,0,0,0,0,0,0,0,0
ended,0,0,0,0,0,0,0,2,0
runs,0,0,0,3,0,0,0,0,0
cj,0,0,0,0,0,0,0,0,0
creative,0,0,0,0,0,0,0,0,0
sportsbra,0,0,0,0,0,0,0,0,0
medium,0,0,0,0,0,0,0,0,0
tritip,0,0,0,0,0,0,0,0,0
spider,0,0,0,0,0,0,0,0,0
slacking,0,1,0,0,0,0,0,0,0
cultr,0,0,0,0,0,0,0,0,0
groupie,0,0,0,0,0,0,0,0,0
ballon,0,0,0,0,0,0,0,0,0
athiest,0,0,0,0,0,0,0,0,0
australiabushfire,0,0,0,0,0,0,0,0,0
texture,0,0,0,2,0,1,0,1,0
videogame,0,0,0,0,0,0,0,0,0
mqp,0,0,0,0,0,0,0,0,0
satisfy,0,0,0,0,0,0,0,0,0
ex,0,0,0,0,0,0,0,0,0
to,0,0,0,0,0,0,0,0,0
murphy,0,0,0,0,0,0,0,0,0
larry,0,0,0,0,0,0,0,0,0
yen,0,0,0,0,0,0,0,0,0
gouda,0,0,0,0,0,0,0,0,0
foster,0,0,0,0,0,0,0,0,0
cellar,0,0,0,0,0,0,0,0,0
armed,0,0,0,0,0,0,0,0,0
baboon,0,0,0,0,0,0,0,0,0
relatively,0,0,0,0,0,0,0,0,0
roof,0,0,0,0,0,0,0,0,0
internal,2,0,2,0,2,0,0,0,2
pirates,0,0,0,0,0,0,0,0,0
intrest,0,0,0,0,0,0,0,0,0
lgbt,0,0,0,0,0,0,0,0,0
thirteen,0,0,0,0,0,0,0,0,0
wordchail,0,0,0,0,0,0,0,0,0
idiots,0,0,0,0,0,0,0,0,0
fluorite,0,0,0,0,0,0,0,0,0
gumption,0,0,0,0,0,0,0,0,0
toll,0,0,0,0,0,0,0,0,0
scab,0,0,0,0,0,0,0,0,0
uber,0,0,0,0,0,0,0,0,0
transistor,0,0,0,0,0,0,0,0,0
plab,0,0,0,0,0,0,0,0,0
parity,0,0,0,0,0,0,0,0,0
fruity,0,0,0,0,0,0,0,0,0
laos,0,0,0,0,0,0,0,0,0
arbok,0,0,0,0,0,0,0,0,0
yeah,0,0,0,0,0,0,0,0,0
absorbent,0,0,0,0,0,0,0,0,0
quarter,0,0,0,0,0,0,0,0,0
amger,0,0,0,0,0,0,0,0,0
tag,0,0,0,0,0,0,0,0,0
smaller,0,0,0,0,0,0,0,0,0
snail,0,0,0,0,0,0,0,0,0
nativity,0,0,0,0,0,0,0,0,0
shaking,2,0,0,0,0,0,0,0,0
alternate,0,0,0,0,0,0,0,0,0
elecricity,0,0,0,0,0,0,0,0,0
nitrates,0,0,0,0,0,0,0,0,0
molars,0,0,0,0,0,0,0,0,0
field,0,0,0,0,0,0,3,0,0
housemate,0,0,0,0,0,0,0,0,0
playgroud,0,0,0,0,0,0,0,0,0
midriffs,0,0,0,0,0,0,0,0,0
text,0,0,0,0,0,0,0,0,0
wagging,0,0,0,0,0,0,0,0,0
vanished,0,0,0,0,0,0,0,0,0
positionality,0,0,0,0,0,0,0,0,0
contribute,0,0,0,0,0,0,0,0,0
fractions,0,0,0,0,0,0,0,0,0
washing machine,0,0,0,0,0,0,0,0,0
married,4,0,4,0,4,3,0,0,4
incompetent,0,0,0,0,0,0,0,0,0
vague,0,0,0,0,0,0,0,0,0
gloam,0,2,0,0,0,0,0,0,0
rind,0,0,0,0,0,0,0,0,0
irridiated,0,0,0,0,0,0,0,0,0
hues,0,0,0,0,0,0,0,1,0
bondoku,0,0,0,0,0,0,0,0,0
neon,0,0,0,0,0,0,0,0,0
extraction,0,3,0,0,3,0,0,2,0
backpa,0,3,0,0,0,0,1,0,0
hoover,0,0,0,0,0,0,0,0,0
maria,0,0,0,0,0,0,0,0,0
chink,0,0,0,0,0,0,0,0,0
hiking,0,4,0,0,0,0,1,0,0
jupitor,0,0,0,0,0,0,0,0,0
seeks,2,1,3,2,3,1,2,1,0
wrost,0,0,0,0,0,3,0,0,0
bovine,0,0,0,0,0,0,3,0,0
barefoot,0,2,1,0,0,1,0,0,0
nightie,0,2,1,0,0,0,0,0,0
hin,0,0,0,0,0,0,0,0,0
ventilate,2,0,2,0,0,0,0,0,0
swinsuit,0,2,0,1,0,0,0,0,0
arabica,0,3,1,0,3,3,0,0,0
flaunting,0,1,0,0,0,0,2,0,2
roe,0,3,0,1,0,0,2,0,0
regulated,0,2,0,0,1,0,0,3,0
calulator,0,0,0,0,0,0,0,0,0
boil,0,2,0,0,0,1,0,0,0
regulate,0,0,0,0,0,0,0,3,0
cleanest,1,3,0,0,0,1,0,0,0
alberteinstein,0,0,0,0,0,0,0,0,0
emblem,0,0,0,0,0,0,0,1,0
brightness,0,0,0,2,0,0,1,2,0
ridiculous,0,0,0,0,0,0,0,0,0
memoir,2,2,2,2,2,2,2,2,2
crates,0,1,0,0,0,0,0,0,0
marched,0,1,0,1,0,0,0,0,0
inadequate,2,0,0,2,1,0,0,0,1
works,0,3,0,0,0,0,0,0,0
oxidation,0,0,0,0,0,0,0,0,0
monaco,0,0,0,0,0,0,0,0,0
underworld,1,2,0,0,0,0,0,2,0
inheritance,0,0,0,0,0,0,0,0,0
reinforced,0,0,0,0,0,0,0,0,0
mundane,2,0,2,2,2,2,2,2,2
grenadee,0,0,0,0,0,0,0,0,0
sonic,2,0,2,0,0,0,1,2,2
keyhole,2,0,0,1,0,0,2,0,0
hydration,1,2,0,3,0,0,2,0,3
greenenergy,0,0,0,0,0,0,0,0,0
richness,0,0,0,0,0,0,0,0,0
metallica,0,0,0,0,0,0,0,0,0
innate,0,0,0,0,0,0,0,0,0
underhanded,2,3,0,2,0,0,0,0,2
munchkin,0,0,0,1,0,0,0,0,0
du,0,0,0,0,0,0,0,0,0
seocnd,0,0,0,0,0,0,0,0,0
audiobooks,0,0,0,0,0,0,0,0,0
higer,0,0,0,0,0,0,0,0,0
board,1,0,0,1,0,0,0,0,1
region,0,1,0,1,0,0,2,0,0
debug,0,0,0,0,0,0,0,0,0
sexualized,0,3,3,0,0,1,3,0,3
cancel,0,0,0,0,0,0,0,0,0
register,0,0,0,0,0,0,0,0,0
neanderthal,1,1,0,0,0,0,0,0,1
unhelpful,2,3,0,0,0,0,0,0,2
tiktok,0,0,0,0,0,0,0,0,0
kookooburra,0,0,0,0,0,0,0,0,0
wa;l,0,0,0,0,0,0,0,0,0
grounded,0,2,0,0,1,0,0,0,0
sober,0,2,1,1,0,0,0,0,2
egalitarian,0,0,0,0,0,0,0,0,0
sewage,0,0,0,0,0,0,0,0,0
mermaids,0,1,0,1,0,0,1,0,1
seam,0,0,0,0,4,0,0,0,0
camo,0,1,0,0,0,0,0,0,0
sequin,0,0,0,0,0,0,0,0,0
precious,0,0,0,0,1,0,0,1,0
expressway,0,0,0,0,0,0,2,0,0
variation,0,0,0,0,0,0,0,0,0
brie,0,0,0,0,0,0,0,0,0
dreading,1,0,1,0,2,0,2,1,0
genial,0,2,0,0,0,0,0,0,0
dmx,0,0,0,0,0,0,0,0,0
vocals,0,0,0,0,0,0,0,1,0
frieght,0,0,0,0,0,0,0,0,0
disrespectful,3,3,0,2,0,0,2,0,2
monocle,0,0,0,0,0,0,0,0,0
submissive,1,0,2,0,0,0,0,0,2
garbled,0,0,0,0,0,0,0,0,0
worlds,0,0,0,0,0,0,0,0,0
browj,0,0,0,0,0,0,0,0,0
bases,0,0,0,0,0,0,0,0,0
jaunt,0,2,0,1,0,0,1,0,0
willing,1,2,1,1,0,0,0,0,1
seamstress,0,0,0,0,1,0,0,0,0
divided,0,1,0,1,0,0,0,0,0
resentment,3,1,0,2,1,0,0,0,2
facists,0,0,0,0,0,0,0,0,0
sit,2,2,2,2,2,2,2,2,2
laced,1,2,1,1,0,0,0,0,1
installation,0,0,0,0,0,0,0,0,0
katherine,0,0,0,0,0,0,0,0,0
awe,0,0,0,0,0,0,0,1,0
survey,1,2,0,1,0,0,1,0,0
closed,0,0,1,0,0,0,0,4,0
honours,0,0,0,0,0,0,0,1,0
joyous,0,0,0,0,0,0,0,0,0
drance,0,0,0,0,0,0,0,0,0
bigger,0,0,0,0,0,0,0,0,0
feudalism,0,0,0,0,0,0,0,0,0
snitch,0,2,2,0,1,0,0,0,0
heifer,0,0,0,0,0,0,2,0,0
rod,0,3,1,2,0,0,2,0,0
carelessness,3,4,1,2,1,0,0,1,0
precision,0,1,0,0,3,1,0,0,0
allocate,0,1,0,0,0,0,0,0,0
cool water,1,4,0,3,0,0,2,0,3
basically,0,0,0,0,0,0,0,0,0
gentlmen,2,4,2,2,0,0,1,0,1
etiquetes,0,1,0,2,0,0,0,2,0
orgin,0,0,0,2,1,0,0,0,0
gluttonus,3,0,1,0,0,0,0,0,1
narrative,2,2,2,2,2,2,2,2,2
braised,0,2,1,1,0,1,0,0,0
sexy,0,0,3,2,0,0,2,0,3
divine,0,0,0,0,0,0,0,2,0
bender,0,3,2,2,0,0,0,0,2
cannoli,0,0,0,0,0,0,0,0,0
debates,2,2,0,1,0,0,0,0,0
congresswoman,0,0,0,0,0,0,0,0,0
paragraph,0,0,0,0,0,0,0,0,0
annoyance,3,0,2,2,0,0,1,1,2
whether,0,0,0,0,0,0,0,0,0
bookcasse,0,0,0,0,0,0,0,0,0
protien,0,0,0,0,0,0,0,0,0
combined,0,0,0,0,0,0,0,0,0
antique,0,0,0,0,0,0,0,0,0
smarthome,0,0,0,0,0,0,0,0,0
saunter,0,2,0,1,0,0,1,1,0
delinquency,0,3,0,2,0,0,0,2,0
busyness,0,1,0,0,1,1,0,0,0
hacker,0,0,0,0,0,0,0,0,0
cushy,0,0,0,1,0,1,0,0,1
he,4,4,4,3,4,2,3,2,4
hydrangeas,0,0,0,0,0,0,0,2,0
dumn,1,2,0,1,0,0,0,0,0
tedium,1,0,2,1,2,2,0,0,1
tubs,0,0,0,0,0,0,0,0,0
lustrous,0,0,0,0,0,0,0,0,0
rapeseed,0,0,0,0,0,0,0,0,0
antebellum,0,0,0,0,0,0,0,0,0
pellet,0,0,0,0,0,0,0,0,0
airwaves,0,0,0,0,0,0,0,2,0
affairs,1,1,1,0,0,0,0,0,0
traits,1,2,0,0,0,0,0,0,0
bilr,0,0,0,0,0,0,0,0,0
misdemeanor,0,0,0,0,0,0,0,1,0
anxity,3,0,2,2,3,0,3,0,2
taunt,1,0,0,0,0,0,0,0,0
easygoing,0,1,0,0,0,0,0,0,0
pimpkin,0,0,0,0,0,0,0,0,0
sandy,0,1,0,0,0,0,0,0,0
accents,0,0,0,0,0,0,0,0,0
packing,0,2,0,0,0,0,0,0,0
lying,2,1,1,1,0,0,0,0,0
bridesmaid,0,0,0,0,0,0,0,0,0
placed,0,1,0,0,0,0,0,0,0
charleston,0,0,0,0,0,0,0,0,0
redriver,0,2,0,2,0,0,1,0,1
tabasco,0,0,0,0,0,0,0,0,0
exclamatory,2,0,2,0,0,0,0,0,1
twerking,0,0,0,0,0,0,0,0,0
slueth,0,2,0,0,0,0,0,2,0
raincoat,0,0,0,0,0,0,0,0,0
bootcamp,0,0,0,0,0,0,0,0,0
expo,0,0,0,0,0,0,0,0,0
brow,1,0,0,0,0,0,0,0,0
rays,0,0,0,1,0,0,0,1,0
contrast,0,0,0,0,0,0,0,0,0
wages,0,0,0,0,0,0,0,0,0
scripted,0,0,0,0,0,0,0,0,0
bzd,0,0,0,0,0,0,0,0,0
peru,0,0,0,0,0,0,0,0,0
trellis,0,1,0,0,0,0,0,0,0
hum,0,0,0,0,0,0,0,1,0
chill,0,2,0,1,0,0,0,0,0
sacred,0,0,0,0,0,2,0,3,0
debonaire,0,0,0,0,0,0,0,1,0
honeymoon,0,0,0,0,0,0,0,0,0
serious,2,3,2,2,3,3,2,4,2
soga,0,0,0,0,0,0,0,0,0
baught,0,0,0,0,0,0,0,0,0
contracts,0,0,0,0,0,0,0,0,0
robin,0,0,0,0,0,0,0,0,0
fingerprint,1,2,1,0,3,0,0,1,0
catalog,0,0,0,0,0,0,0,0,0
kettlebells,0,0,0,0,0,0,0,0,0
trower,0,0,0,0,0,0,0,0,0
decoy,0,0,0,0,0,0,0,0,0
hydraulic,0,0,0,0,0,0,0,0,0
intuit,0,0,0,0,0,0,0,0,0
pituitary,0,0,0,0,0,0,0,0,0
varnish,0,0,0,0,0,0,0,0,0
speculate,2,3,1,2,0,0,0,0,0
greenpeppers,1,0,1,1,1,1,0,0,1
nordic,0,0,0,0,0,0,0,0,0
hinduism,0,0,0,0,0,0,0,0,0
awak,0,0,1,0,1,1,0,0,0
christman,0,0,0,0,0,0,0,0,0
orbit,0,0,0,0,0,0,0,0,0
maryland,0,0,0,0,0,0,0,0,0
fense,0,0,0,0,0,0,0,0,0
dinosaurs,0,0,0,0,0,0,0,0,0
wich,0,0,0,0,0,0,0,0,0
tickseed,0,0,0,0,0,0,0,1,0
blindspot,2,3,1,2,0,0,0,0,1
beetle,0,0,0,0,0,0,0,0,0
wpord,0,0,0,0,0,0,0,0,0
truffles,0,0,0,0,0,0,0,0,0
thedo,0,0,0,0,0,0,0,0,0
crimp,0,0,0,0,0,0,0,0,0
titter,0,0,0,0,0,0,0,0,0
afdfair,0,0,0,0,0,0,0,0,0
ruh,0,0,0,0,0,0,0,0,0
carbonize,0,0,0,0,0,0,0,0,0
kilometer,0,0,0,0,0,0,0,0,0
architect,0,0,0,0,0,0,0,0,0
kierkegaard,2,3,1,2,1,1,1,2,1
gino,0,0,0,0,0,0,0,0,0
impact,1,2,1,1,1,1,1,2,1
allow,1,2,0,0,0,0,0,0,0
inspire,0,0,0,0,0,0,0,0,0
chesapeake,0,0,0,0,0,0,0,0,0
cucumbers,0,0,0,0,0,0,0,0,0
parlour,0,0,0,0,2,4,0,0,0
partprey,0,0,0,0,0,0,0,0,0
feed,3,1,2,1,1,2,0,0,1
sill,0,0,0,0,0,0,0,0,0
goner,3,4,0,2,3,1,0,4,0
steal,0,0,0,0,0,0,0,0,0
eczema,0,0,0,0,0,0,0,0,0
tendonitis,0,0,0,0,0,0,0,0,0
energy,1,1,1,1,0,0,0,0,1
indicative,0,0,0,0,0,0,0,0,0
wholegrain,0,0,0,0,0,0,0,0,0
hallelujah,0,0,0,0,0,0,0,0,0
tread,0,3,0,1,0,0,2,0,0
pallete,0,0,0,0,0,0,0,0,0
televition,0,0,0,0,0,3,0,0,0
actors,0,0,0,0,0,0,0,0,0
columns,2,0,0,2,2,0,0,2,0
statics,0,0,0,0,0,0,0,1,0
leafs,0,3,0,2,0,0,2,0,0
plinth,0,0,0,0,0,0,0,0,0
aquarium,0,1,0,1,0,0,1,0,0
outpatient,0,0,0,0,0,0,0,0,0
engaging,0,0,0,0,0,0,0,0,0
lagh,0,0,0,0,0,0,0,0,0
mmob,0,0,0,0,0,0,0,0,0
uncut,0,0,0,0,0,0,0,0,0
cofee,0,3,0,0,2,2,0,0,0
coma,0,0,0,0,0,0,0,0,0
holdiday,0,0,0,0,0,0,0,0,0
cried,0,0,0,0,0,0,0,2,0
paramount,0,0,0,0,0,0,0,0,0
shard,3,0,0,3,0,0,0,0,0
teapot,0,0,0,0,0,0,0,0,0
vent,3,2,0,0,0,0,0,0,0
wetter,1,2,0,2,0,0,1,0,3
gan,0,0,0,0,0,0,0,0,0
yuletide,0,0,0,0,0,0,0,0,0
elements,0,2,0,1,0,0,0,0,0
aug,0,0,0,0,0,0,0,0,0
crushing,2,1,1,3,2,2,3,3,3
mistletoe,0,0,0,0,0,0,0,0,0
reindeer,0,0,0,0,0,0,0,0,0
aminal,0,0,0,0,0,0,0,0,0
kate,0,0,0,0,0,0,0,0,0
carbs,3,2,2,1,2,2,0,0,0
scissors,0,0,0,0,3,0,0,0,0
taxadermy,0,0,0,0,3,0,0,0,0
kimchi,0,0,0,0,0,0,0,0,0
chapter,0,0,0,0,0,0,0,0,0
routes,0,2,0,1,0,0,1,0,0
tanned,0,0,0,0,0,0,0,0,0
whooshing,1,2,0,2,0,0,1,0,2
undernourished,0,0,0,0,0,0,0,0,0
fluctuate,0,0,0,0,0,0,0,0,0
yok,0,0,0,0,0,0,0,0,0
tantalize,0,0,2,0,0,0,0,0,2
flog,0,0,0,0,0,0,0,0,0
frane,0,0,0,0,0,0,0,0,0
shibuya,0,0,0,0,0,0,0,0,0
wiz,0,0,0,0,0,0,0,0,0
drainage,2,1,0,0,0,0,0,0,0
statesman,0,0,0,0,0,0,0,0,0
undeniable,1,0,0,0,3,0,0,1,0
authoritarian,3,0,2,2,0,0,0,0,2
bog,0,2,0,2,0,0,1,0,0
caqvbin,0,0,0,0,0,0,0,0,0
bankruptcy,2,3,0,1,0,0,0,0,0
mountain,0,3,0,0,0,0,2,0,0
digging,0,1,0,0,0,0,0,0,0
sunglass,0,0,0,0,0,0,0,0,0
cothes,0,4,1,1,0,1,0,0,2
communicate,3,3,2,1,2,1,2,1,0
24hours,0,1,0,0,1,0,0,1,0
hostile,3,2,2,2,0,0,2,0,0
soliders,0,0,0,0,0,0,0,0,0
bedside,0,0,2,0,0,1,0,0,0
sastisfy,2,1,1,0,0,0,0,0,0
windowtint,0,0,0,0,0,0,2,0,0
shrivelled,0,0,0,0,0,0,0,0,0
figures,2,1,0,0,2,0,0,1,0
buzzing,2,0,2,0,0,0,1,0,1
lucy,0,0,0,0,0,0,0,0,0
brakes,1,2,1,2,0,0,3,0,1
exempt,3,3,1,2,0,0,0,0,0
consume,4,3,2,2,1,2,0,1,2
nami,0,0,0,0,0,0,0,0,0
combobulated,0,0,0,0,0,0,0,0,0
slippery,1,2,0,2,0,0,1,0,1
oriole,0,0,0,0,0,0,0,0,0
relive,1,2,1,2,0,0,2,1,0
twelve,0,0,0,0,0,0,0,0,0
curriculum,0,0,0,0,0,0,0,0,0
troll,0,0,0,0,0,0,0,0,0
hamas,0,0,0,0,0,0,0,0,0
alexa,0,0,0,0,0,0,0,0,0
illuminati,0,0,0,0,0,0,0,0,0
daddy,0,0,0,0,0,0,0,0,0
booom,0,0,0,0,0,0,0,0,0
macbook,0,0,0,0,0,0,0,0,0
pore,0,0,0,0,2,0,0,0,0
shacks,0,0,0,0,0,0,4,0,0
doorbell,0,0,0,0,0,0,0,0,0
enact,0,0,0,0,0,0,0,0,0
humanitarian,0,0,0,0,0,0,0,0,0
rainstorm,0,0,0,0,0,0,0,0,0
champions,0,0,0,0,0,0,0,0,0
javelin,0,0,0,0,0,0,0,0,0
pizzar,0,0,0,0,0,0,0,0,0
seedling,0,0,0,0,0,0,0,0,0
eden,0,0,0,0,0,0,0,0,0
herbivores,0,0,0,0,0,0,0,0,0
slushes,0,0,0,0,0,0,0,0,0
tardigrade,0,0,0,0,0,0,0,0,0
groan,0,0,0,0,0,0,0,0,0
whirl,0,0,0,1,0,0,0,2,0
flunk,0,0,0,0,0,0,0,0,0
tobacco,2,0,0,0,0,0,0,0,0
solar,0,0,0,1,0,0,0,1,0
programme,0,0,0,0,0,0,0,1,0
caske,0,0,0,0,0,0,0,4,0
tacoma,0,0,0,0,0,0,0,0,0
swearing,3,0,3,0,0,0,0,0,0
meer,0,0,0,0,0,0,0,0,0
latina,0,0,0,0,0,0,0,0,0
inches,0,0,0,0,0,0,0,0,0
nosehair,0,0,0,0,0,0,0,0,0
placeholder,0,0,0,0,0,0,0,0,0
detectives,0,2,3,0,1,0,0,1,0
ment,0,0,0,0,0,0,0,0,0
gamecube,0,0,0,0,0,0,0,0,0
triangle;e,0,0,0,0,0,0,0,0,0
busboy,0,0,0,0,0,0,0,0,0
discovering,1,4,1,0,0,0,0,1,0
beginng,0,0,0,0,0,0,0,0,0
babushka,0,0,0,0,0,0,0,0,0
triangulate,0,0,0,0,0,0,0,0,0
conquer,0,0,0,0,0,0,0,0,0
overflowing,0,1,0,1,0,0,1,0,2
conciousness,1,0,1,2,1,0,2,2,2
stresss,3,0,3,1,1,1,3,2,2
holiday,0,1,0,1,0,0,0,0,0
xijinping,0,0,0,0,0,0,0,0,0
tumbler,1,2,0,2,0,1,0,0,3
hotshot,0,0,0,0,0,0,0,0,0
dressers,0,0,0,0,2,3,0,0,0
interwoven,1,0,0,1,1,0,0,1,0
chemist,0,0,0,0,0,0,0,0,0
hulahoop,0,0,0,0,0,0,0,0,0
goddess,0,0,0,0,0,0,0,0,0
considerate,0,0,1,1,2,0,0,0,0
uncomprehensible,0,0,0,1,0,0,1,0,1
iceberg,0,1,0,0,0,0,0,0,0
einstein,0,0,0,0,0,0,0,0,0
onto,0,0,0,0,0,0,0,0,0
beaf,0,0,0,0,0,0,0,0,0
toolbox,0,0,0,0,0,0,0,0,0
homw,2,0,2,1,2,0,0,0,2
cay,0,0,0,0,0,0,0,0,0
proficient,0,0,0,0,0,0,0,0,0
toothpate,0,0,0,0,0,0,0,0,0
fearless,0,0,0,0,0,0,0,0,0
drawn,2,0,0,3,0,0,0,0,0
grean,0,1,0,2,0,0,3,0,0
xenon,0,0,0,0,0,0,0,0,0
trigonometry,0,0,0,0,0,0,0,0,0
lasik,0,0,0,0,0,0,0,0,0
doorframe,0,0,2,0,0,2,0,1,0
exact,0,0,0,0,0,0,0,0,0
jointed,0,0,0,0,0,0,0,0,0
gardent,0,0,0,1,0,2,0,0,0
stroke,2,0,2,0,0,0,0,0,0
viscosity,0,1,0,1,0,0,1,0,1
infallible,0,0,0,0,0,0,0,0,0
tall],0,0,0,0,0,0,0,0,0
erazer,0,0,0,0,0,0,0,0,0
comes,0,2,0,1,0,0,0,2,0
dev,0,0,0,0,0,0,0,0,0
fision,0,0,0,0,0,0,0,0,0
zico,0,0,0,0,0,0,0,0,0
veterenarian,0,0,0,0,0,0,0,0,0
fellate,0,0,2,0,0,0,0,0,2
anthony,0,0,0,0,0,0,0,0,0
bluebird,0,0,0,0,0,0,0,0,0
cabal,1,3,0,1,0,0,0,0,0
healing,0,0,0,0,0,2,0,1,0
blow,1,0,0,0,0,0,0,1,0
toilet,0,0,0,0,0,0,0,0,0
elevated,0,0,0,0,0,0,0,0,0
coworker,0,0,0,0,0,0,0,0,0
courses,0,1,0,0,0,0,0,0,0
campus,0,0,0,0,0,0,0,0,0
gemstone,0,0,0,0,0,0,0,0,0
colros,0,0,0,1,0,0,2,2,0
inaddition,0,0,0,0,0,0,0,0,0
counterfeit,0,0,0,0,0,0,0,0,0
hypothermia,0,2,0,1,0,0,1,0,0
wellfare,0,0,0,0,0,0,0,0,0
roost,0,0,0,0,0,0,0,0,0
instincts,1,1,0,0,0,0,1,0,0
time-pass,0,0,0,0,0,0,0,0,0
climn,0,2,0,0,0,0,1,0,0
version,2,2,2,0,0,0,0,0,0
splended,0,0,0,0,0,0,0,0,0
brine,0,1,0,1,0,0,1,0,1
husky,0,0,0,0,0,0,0,0,0
pineapple,0,0,0,0,0,0,0,0,0
absinthe,1,1,1,1,0,0,0,0,1
thumbtack,0,0,0,0,0,0,0,0,0
probably,0,0,0,0,0,0,0,0,0
activation,0,0,0,0,0,0,0,0,0
duplicated,0,0,0,0,0,0,0,0,0
dogshit,0,0,0,0,0,0,0,0,0
ryhme,0,0,0,0,0,0,0,0,0
smidgeon,0,0,0,0,0,0,0,0,0
dumpster,0,0,0,0,0,0,0,0,0
nate,0,0,0,0,0,0,0,0,0
iridociclytis,0,0,0,0,0,0,0,0,0
sparklers,0,0,0,0,0,0,0,0,0
lewisandclark,0,0,0,0,0,0,0,0,0
purring,0,0,0,0,0,0,0,0,0
sada,0,0,0,0,0,0,0,0,0
muenster,0,0,0,0,0,0,0,0,0
wordle,0,0,0,0,0,0,0,0,0
xerox,0,0,0,0,0,0,0,0,0
prescribe,0,0,0,0,0,0,0,0,0
alphabets,0,0,0,0,0,0,0,0,0
bricks,0,0,0,0,0,0,0,0,0
frame,0,0,0,0,0,0,0,0,0
oldfashioned,0,0,0,0,0,0,0,0,0
aint,0,0,0,0,0,0,0,0,0
regress,0,0,0,0,0,0,0,0,0
annotate,0,0,0,0,0,0,0,0,0
perseverence,0,0,0,0,0,0,0,0,0
empanada,0,0,0,0,0,0,0,0,0
playstation,0,0,0,0,0,0,0,0,0
uranium,0,0,0,0,0,0,0,0,0
punctuate,0,0,0,0,0,0,0,0,0
syncopate,0,0,0,0,0,0,0,0,0
extended,0,0,0,0,0,0,0,0,0
electric,0,0,0,0,0,0,0,0,0
bottle,2,2,2,2,0,0,0,0,2
advertise,0,0,0,0,0,0,0,0,0
convent,0,0,0,0,0,0,0,0,0
robe,0,0,0,0,0,0,0,0,0
houes,0,0,0,0,0,0,1,0,0
dgf,0,0,0,0,0,0,0,0,0
houe,0,0,0,0,0,0,1,0,0
chrisbrown,0,0,0,0,0,0,0,0,0
futre,0,0,0,0,0,0,0,0,0
slik,0,0,0,0,0,0,0,0,0
commas,0,0,0,0,0,0,0,0,0
vinagrette,0,0,0,0,0,0,0,0,0
oop,0,0,0,0,0,0,0,0,0
homosexual,0,0,0,0,0,0,0,0,0
mightygod,0,0,0,0,0,0,0,0,0
starvation,0,0,0,0,0,0,0,0,0
waterslide,0,0,0,0,0,0,0,0,0
advancing,0,0,0,0,0,0,0,0,0
madame web,0,0,0,0,0,0,0,0,0
lline,0,0,0,0,0,0,0,0,0
raisinbran,0,0,0,0,0,0,0,0,0
whhite,0,0,0,0,0,0,0,0,0
taehyung,0,0,0,0,0,0,0,0,0
ami,2,3,0,1,0,0,0,2,0
tenderness,1,0,3,2,1,1,0,0,3
seasom,0,0,0,0,0,0,0,0,0
baptist,0,0,0,0,0,0,0,1,0
windsor,0,0,0,0,0,0,0,0,0
